hid,did,uid,uname,ulink,checkindate,content,reply,CITY
2110134259,3768868328,3649565029,p277,http://www.xiaozhu.com/fangke/3649565029/,2016-07,我没有入住这个房间，所以对房间实际情况不是很清楚。预订是因为他便宜，前一晚我也咨询过房东，咨询的另一间房，后来定了别家的房，因为别家的房离我工作地有点远，第二晚换房又咨询的这家房东。入住3天以下收清洁费20，房东会直接改房租。押金线上支付。预订成功后会收到地址和房锁密码，房东说可以到大门了下来接。后来突下暴雨，朋友说别过去了，就跟房东说不过去了，退押金和清洁费就好。我是当天中午才定的房，我想我申请退也会扣违约金，而且我不想有不良记录。房东同意，第二天押金自动返还，加微信退的清洁费。可能对后来人没什么帮助，但是小猪要求要点评啊。,,cq
2110134259,3658155728,3231896229,逍遥123,http://www.xiaozhu.com/fangke/3231896229/,2016-07,一般般吧，谈不上舒适，但是还是挺方便的。,您好！如果您对房间要求比较高，我们还有其他品质更好的房间，欢迎您预定！这个房间毕竟只有这个价格，重庆高企的物价水平，我们小区的床位都是50元一晚（美团可查），我们以差不多的价格，为大家能提供一个私密空间，强调得就是高性价比。算上房租、清洁费、水电物业费、小猪的服务费、接待的时间精力成本，基本是没有利润的，之所以保留这个房间纯属我们对短租的一份坚持，也就图个人气，望您理解，我们也会持续完善我们的服务的。,cq
2110134259,3603126228,3594618729,HuiHuier,http://www.xiaozhu.com/fangke/3594618729/,2016-07,还可以。价格也合适。老板人很好,谢谢您的全五分好评，欢迎下次光临！,cq
2110134259,3588445928,3013193929,boboshi,http://www.xiaozhu.com/fangke/3013193929/,2016-07,非常温馨，安全、干净、舒适，房东也很好,,cq
2110134259,3472423928,2451867463,不二er,http://www.xiaozhu.com/fangke/2451867463/,2016-06,房东人真的很好！！因为一点小事故没能够即使到达，房东就很耐心的等了很久，很细心的告诉我密码，告诉我哪里有台阶等等，服务满分！！房间足够一个人啦！布置的很温馨哦！很舒服的一个晚上，给各位旅客推荐，交通位置好，环境好，房东也很好！,"一位漂亮的高三毕业小妹妹，去外地打暑假工，体验生活，到重庆北站中转火车。赶上下车的时候开始下雨，出租车还下错了地方，颇有点""人在囧途""的味道。相处得非常愉快，房间卫生也保持得非常好，谢谢。。祝您在他乡暑假愉快！！",cq
2110134259,3431788928,1656973935,总有刁民想害朕呀,http://www.xiaozhu.com/fangke/1656973935/,2016-06,住的很舒服，房间够温馨，而且我还多住了几个小时，如果一个人旅行强烈建议租住，房东也很好，会介绍周围景点。,"只要在不影响后面的客人入住的情况下，我们都可以免费提供延时退房和免费寄存行李的服务，这也是小猪倡导的""有人情味的住宿""。。。这个房间是为一个人设计的，价格定得比较低，突出的是性价比，当然我们还有更多不同风格的房间供大家选择。。。祝您旅途愉快，有机会到西安，再聚！！",cq
2110134259,3311048428,1960965371,NicoleGQ,http://www.xiaozhu.com/fangke/1960965371/,2016-06,房东人很好，房间有改进优化的空间。提出建议，仅是为了房东与未来的房客都有一个客观选择的方向。毕竟价格有优势，较适合学生一族吧。,谢谢您不吝赐教，给予我们好的小猪经营建议和包容，我们也会不断完善房间的硬件措施和服务的，为来渝商旅的朋友提供更多优质入住选择。,cq
2110134259,3208496828,1467597235,豆莎莎莎,http://www.xiaozhu.com/fangke/1467597235/,2016-06,房东是最好的房东 是性价比最好的重庆租房 床上用品都超级好 路线规划多亏他了 一下飞机开机就收到了短信感觉特别暖心 自己忘记带毛巾了然后又让他帮我拿了一块 非常小清新的房间 贴纸什么的都是很好看的 桌上还有两本书 不过我没怎么看 无线密码我都没问 就帮我连上啦 超级感动 我的车来的比较迟 还让我都逗留了 东西寄存一直都是允许的 超级超级超级酷的房东没有之一,您客气了，这些都是我应该做的。。。一位活泼可爱的小妹妹，和您沟通很愉快，自己心情也受到您的影响，变得开心轻松，欢迎再来重庆！！,cq
2110134259,3008537128,2792930763,千佛山下,http://www.xiaozhu.com/fangke/2792930763/,2016-05,已经是第二次住了，原先订的是58的，老板还帮我升级为78的，有独立卫生间，非常方便，卫生什么的都非常满意，最主要的是离火车站特别近，出行很方便。以后去重庆还是上小猪选这家，真心不错……本来是要上图的，结果这次太匆忙，忘了拍照，下次补拍吧,谢谢您的好评。。。只要更好的房间没有被预订，我们都会免费为客人升级为更好房间的，别问为什么，我们拿出诚意、用实际行动尽一份重庆人的地主之谊！！。。。我们在重庆北站，我们在这里恭候五湖四海的朋友光临重庆！！,cq
2110134259,2989151762,2950495363,不为遇见只为远方,http://www.xiaozhu.com/fangke/2950495363/,2016-05,非常好的一次体验 第一次住小猪短租 房东人很好 服务到位 还免费升级了 房间 离车站近 还推荐了小吃,哈哈，谢谢！只要更好的房间没有客人入住，我都会免费为客人升级，空着也是空着，何不让客人以低价享受更好的房间呢,cq
2110134259,2905885062,2792930763,千佛山下,http://www.xiaozhu.com/fangke/2792930763/,2016-04,很满意，交通方便，价格合理，离重庆北站很近，很好找，房东也特别好,谢谢您的好评，欢迎下次再光临！！,cq
2110134259,2833203262,2682958463,野丫头1e,http://www.xiaozhu.com/fangke/2682958463/,2016-04,我们虽然在这里住了两晚，但是真的充满了回忆。房间很温馨。真的很喜欢。会想念,你们的朝气蓬勃和爽朗的笑声，也让我回想起我大学的日子，对比出身到社会的各种心酸，真是感触良多，可惜只和你们相处了两天，在此把最真诚的祝福送给即将毕业的你们，祝你们前程似锦，职场顺利！！！,cq
2110134259,2794782262,2792930763,千佛山下,http://www.xiaozhu.com/fangke/2792930763/,2016-04,很不错，比预期的好很多，原本订的是一晚，结果到了立马又预订了一晚……其实原本还想多住几晚的，结果房东说房间已经预订完了！房间和干净，洗漱也方便，关键是离火车站近，不到五分钟，连我这个路痴都一下就找到了……反正我十分满意，以后来重庆就住这啦，还会推荐给朋友的,您说五一您计划去成都的，下午三点也还计划着怎么去成都，结果晚上却在重庆了，住进了我家……您说计划这两个字终究离您的世界很远，还是随心所欲吧～～很荣幸我的房间给您说走就走的旅途带来一丝惊喜，您的满意也是我继续经营小猪的动力，谢谢！！,cq
2110134259,2627373762,2416610263,sunjoy,http://www.xiaozhu.com/fangke/2416610263/,2016-03,可以的 交通方便，住的舒服,谢谢，我们小区就在重庆北站旁，步行就可以到我家。。。床上用品都是品牌的，非常高兴能得到您的肯定，欢迎下次再来！,cq
2110134259,2562320762,2541255063,shawncc,http://www.xiaozhu.com/fangke/2541255063/,2016-03,老板挺好的。,谢谢您的认可！！,cq
2110134259,2550438762,2416610263,sunjoy,http://www.xiaozhu.com/fangke/2416610263/,2016-03,连续住了好几天，慢慢也习惯了。,,cq
2110134259,2539235562,2515373963,余智韬,http://www.xiaozhu.com/fangke/2515373963/,2016-03,房东人不错，还没住进来就联系我，把注意事项啊等交代的很清楚，上楼帮忙提箱子。。。挺热情的小伙子！房间也可以，和图片一致，短租性价比较高,因为您订的房间前面的房客要续租，所以免费为您升级到带独立卫生间的薰衣草主题房间了。。。谢谢您的肯定，您的肯定就是我前进的动力，我在重庆北站，我为大家提供优质的短租服务。,cq
2110134259,2477129462,2416610263,sunjoy,http://www.xiaozhu.com/fangke/2416610263/,2016-03,不错了，卫生，网络都是不错的。,,cq
2110134259,2433608662,1192332765,qianki,http://www.xiaozhu.com/fangke/1192332765/,2016-03,离火车站很近，很方便。晚上住的也很舒服，这价格值了。,,cq
2110134259,2428357362,2416610263,sunjoy,http://www.xiaozhu.com/fangke/2416610263/,2016-03,不错，出门就是北站，吃饭也方便，没有觉得很吵。房东也很热情,谢谢，欢迎继续入住，入住过程中有什么疑问或我怠慢的地方，欢迎随时和我联系。,cq
2110134259,2405303262,2313496927,zhenzhu3531,http://www.xiaozhu.com/fangke/2313496927/,2016-03,地理位置很方便哦，北站走过去十几分钟，房东很热情，房间设备也比较齐全，冰箱洗衣机神马的都有，洗衣服很方便，中间去了趟武隆房东还把房间给我留着，重点是网络好快，下载了好多视频路上看，真心不错呢，推荐入住,,cq
2110134259,2400693262,2340341263,terriamon,http://www.xiaozhu.com/fangke/2340341263/,2016-03,还是蛮不错哒 很适合在等车/转车的时候去休息 被子软和的 我早上都不想起来了 往旁边走300米左右有个商圈 想要啥都可以买 房东人也很好！,很友好的一位美女，因为在重庆北站误车了，临时决定住我家！。。。谢谢你的肯定！我们小区是离重庆火车北站和重庆旅游集散中心最近的小区，近到打的过来司机都想拒载。。。床上用品都是按星级酒店配置的，且一客一换，一切只为入住朋友的睡眠质量。。。那个商圈叫“动力时光”，吃喝玩乐购物一应俱全，稍微远点还有重庆著名的火锅一条街。。。,cq
2110134259,2359339862,2313496927,zhenzhu3531,http://www.xiaozhu.com/fangke/2313496927/,2016-02,第一次用小猪订房，感觉很好呢，房东好热情，关键是名字也很好记，唐家三少笔下的男主，中午到的重庆北站，本来说要来接我的，我怕太麻烦他了就自己过去了，小区很新，设备什么的都很齐全，每次出门只要走几分钟就能到地铁站，出行什么的都很方便,非常荣幸我的房间和服务能得到您第一次小猪体验的肯定，能为您的旅途提供一些便捷，我深感高兴。。。好消息是我家附近的龙头寺旅游集散中心已经开业了，大量旅行社开始入驻，到重庆旅游的朋友，将更加方便，不过这次您已经买好票了，不然在集散中心乘车去武隆也非常方便。,cq
2110134259,2336909062,2056149382,lxwzl88,http://www.xiaozhu.com/fangke/2056149382/,2016-02,房间放个垃圾桶更好！,你好，垃圾桶本来是有的，但新换了一个做清洁的保洁阿姨，第一次忘了，抱歉了。。。另外，入住过程中若有什么问题可以随时联系我，都会尽力解决的。,cq
2110134259,2326896262,1184711035,典型路痴,http://www.xiaozhu.com/fangke/1184711035/,2016-02,当天下午三点左右才临时决定租住，一开始对这还是不抱太大希望的，毕竟都这个点了。幸运的是房东大哥回复我了，晚上由于汽车晚点，抵达的时候正好看见房东大哥在整理之前换下来的床单被套……房子首先给我的感觉挺整洁的，相信房东大哥在这方面没少努力，一进屋，墙上贴的图案，床单被罩的颜色都是我蛮喜欢的类型，在租住的三天时间，过得还是蛮开心的，下次有机会的话肯定还会再来,能够得到你的肯定，瞬间觉得之前的努力没有白费，谢谢。。。我的房间虽谈不上奢华，但决定保证干净卫生，不仅拥有酒店没有的洗衣机和全套厨房，更有青年旅社床位没有的独立空间，而且价格远低于重庆北站房间的酒店哟，对于找工作、旅游、培训等短期的住宿需求，无疑是高性价比的。,cq
2067845482,4108896428,4068736129,Echo的美好新生活,http://www.xiaozhu.com/fangke/4068736129/,2016-08,房东人很好，找不到路还特地到车站接我们，房间也很好，很喜欢。,谢谢你对我的支持，祝你们生活愉快！欢迎您的再次光临！,cq
2067845482,3555770928,2556979563,丝路狂风,http://www.xiaozhu.com/fangke/2556979563/,2016-04,房子干净。房东超好,谢谢！欢迎您的再次光临！,cq
2067845482,3508539028,3330995029,yujian1993,http://www.xiaozhu.com/fangke/3330995029/,2016-06,挺好的。英姐人也很好，提前到楼下车站来接，住的地方附近就有超市有公交站还有大的市场，炒鸡炒鸡阔以哟，小伙伴儿们需要入住的话，很好很好很好。推荐去哟。还有自动麻将机，，外挂阳台。。采光biu biu biu的好。,谢谢谢谢！下次回重庆欢迎再次光临！祝你的工作一切顺利耶耶,cq
2067845482,3083681428,2556979563,丝路狂风,http://www.xiaozhu.com/fangke/2556979563/,2016-04,干净，整洁。,叔叔阿姨谢谢！欢迎再次光临！祝叔叔阿姨旅途愉快！,cq
2067845482,2609457762,2556979563,丝路狂风,http://www.xiaozhu.com/fangke/2556979563/,2016-04,美女妹子人真好，本来预计19点多到达，高速堵车结果0点多才到达。害得她半夜来接我。万分感谢。,叔叔阿姨真客气！他们从陕西来我们重庆旅游！自驾车又堵车开了十几小时！叔叔真厉害！叔叔阿姨很真诚！他们因为定了住宿就没有退！所以愿意堵车就来照顾我的生意！我英子在这里感谢叔叔阿姨！祝叔叔阿姨在重庆玩得开心！有什么事情随时可以问我！,cq
2067845482,2533749462,2491940363,lyby555,http://www.xiaozhu.com/fangke/2491940363/,2016-03,大姐人超好，热情好客，刚下地铁，一个电话，大姐就立马来接我们了。到了房间更是惊喜，比照片好太多，温馨的墙纸，整洁的房间，很有家的感觉，大姐不会拍照，我的手机拍的效果也不佳，真实的房间绝对比照片好太多，愉快的入住体验，下次来重庆还找大姐～,有了这个小猪平台真好！今天从远到而来的妹妹我接到时感觉好有亲切感！她们俩真好！就像亲妹妹，亲兄弟，跟我谈了很多，比如我的房间很好！比图片看起更好！很有家里的味道！她们来住得好我就开心！我会照你交我的办法去做更好！谢谢妹妹！兄弟！希望你们住开心！,cq
2067845482,2122239659,2115488660,巧巧321,http://www.xiaozhu.com/fangke/2115488660/,2016-01,这老板娘太客气，对人特别热情，电话一打老板娘就来车站接我们，给我们介绍去耍的地方空气太好，爬山真舒服，还钓了鱼回来自己做，主要是房间特干净，客厅很宽大，我们在这里住跟家里住起一样的感觉，厨房里的东西特齐全，,谢谢小王，感谢你对我的评价，谢谢你把这家当自己的家整理得像没有住过，看你们都是帅哥美女还这么爱劳动，什么事情都自己去动手，给你介绍的地方还玩得开心就好！欢迎再次光临！,cq
3875267130,4399118012,1327491435,晓然,http://www.xiaozhu.com/fangke/1327491435/,2016-08,感觉挺好的，交通方便，出门不到100米就是3号线。适合一到俩位男生入住。,人蛮好的，我都没怎么照顾,cq
374193601,400262300,385870000,菲菲加油,http://www.xiaozhu.com/fangke/385870000/,2014-06,房东很热情 房子内部很温馨 被子洗的很干净 不像宾馆里的被子 有药水味道 这个有阳光的味道 虽然一个房间很小很小 但是给一两个人入住 还是可以的 外面的洗浴用水很大 出水速度很快 虽然偶尔会排队等 但是速度还是不错的 房客为人都很好 就是上下楼梯很累 三层 还有就是房间偶尔有点潮湿的感觉 可能是我住的期间 是重庆下着大雨 总体来说还是很实惠的 值得选择,,cq
1854759034,4610669412,1242377235,等等_,http://www.xiaozhu.com/fangke/1242377235/,2016-09,房主妹妹人很好很热情，房间正解卫生，地理位置也很好在观音桥商圈，交通方便！,,cq
1854759034,4509200912,4345949113,cherish夏天,http://www.xiaozhu.com/fangke/4345949113/,2016-09,在房东家一共住了五天，感觉真的不错。房东人很好，很热情，还和我分享了她最近去云南旅游的经历和照片，真的很棒！如果是去重庆玩，直接可以问房东有没有推荐，比攻略还靠谱。家里什么都有，东西很齐全。而且住的地方地理位置很好，离玩的地方都挺近的，打车也很便宜。和其他家相比，这一家房租也很便宜，划算。这次来重庆有一些遗憾，下次再来玩，肯定还会订这家。哈哈,,cq
1854759034,4383229512,4363417313,pcfx19,http://www.xiaozhu.com/fangke/4363417313/,2016-08,一个热情、细致的姑娘！房间也非常干净整洁，采光也好，让然心情愉悦！床单被套的风格也很合我的意，让人倍感亲切！家里的摆设也很有格调，透露出丝丝的文艺范儿，是一次非常不错的入住。,,cq
1854759034,4283101512,4108451529,宋jane,http://www.xiaozhu.com/fangke/4108451529/,2016-08,当天晚上飞机晚点了 姐姐一直等到我来 还提前开好了空调 还有热水和水果~ ！还有公交卡 住的很舒服 被子和枕头都好软的哈哈哈 周围都是居民区所以很安全 这个地址在高德地图上可以搜到所以不用担心找不到路 房主姐姐比照片还要好看！人也很热情 帮我用洗衣机洗了衣服 下次来重庆还要来这里住！,谢谢佳音妹妹的好评，从你住咱家我也在反思，其实有很多地方做得不好。估计你也找了一会，才找到我们这个偏僻的小区，下次我会给房客做一个入住地图指南。原谅姐姐这几天忙得没时间照顾好你。今年感觉都比较忙碌，自己的私事也比较多。对房客朋友的关心也减少很多，希望下次你来重庆，我能够做得更好。,cq
1854759034,4231542012,4193523129,Manon23,http://www.xiaozhu.com/fangke/4193523129/,2016-08,姐姐人很好，也很漂亮，在线回复消息及时。走路离大融城15分钟，离我想去的书店很近啊！住这里很自在，以后不想在学校待了就来这里待两天吧，虽然学校离这里也就半小时的路，哈哈(=^.^=),,cq
1854759034,4090137428,3676185029,Lucky_cyyy,http://www.xiaozhu.com/fangke/3676185029/,2016-08,"超级可爱的姐姐啊，好喜欢?。第一天入住的时候就聊的差点停不下来，之后虽然因为我们早出晚归的照面少了，但还是不能阻挡我的爱。 房子离观音桥步行街真的炒鸡近，每天晚上都是逛街后自己遛弯走回去，也就一会的事。 房子也很棒，一进门就有一种家的感觉，特别温馨。被子也是暖暖的，特别舒服，好想床单被套什么的一起打包带回家(/ω＼) 姐姐们炒鸡棒，除了地主之谊的给我们游玩的建议，还让我们吃了一顿超级好味有家的感觉的饺子。出来玩了快一个月，吃的最好味的一餐！没有之一！等我下次有机会再来重庆，给你们做大盘鸡，拉条子吃哈～ 对了，必须说这个房子真的是性价比超高，在这里住完全不会后悔的！ 最后，爱你们，手动比哈特? ps,刚来那天路程曲折没能拍照，之后房间被折腾成了最自然原始的状态，临走的时候虽然尽力恢复原貌，但是太赶火车没能拍成，愿我这段真挚的文字能让以后的住客们体会到我的心情～",我好喜欢大新疆的妹子。哈哈哈，明年我们计划去伊犁找你们玩哦，走的时候还给我留了新疆的牛肉干，好感动，感觉做短租的意义就在于此吧，能交到你们这样可爱的朋友。让我心里特别暖，那天把你们走后的留言给我同学看了，她夸赞了半天，还有这么好的房客，哈哈哈，我说那当然，住我们家的房客都是素质极高的。,cq
1854759034,4010502528,3901077929,饶饶饶,http://www.xiaozhu.com/fangke/3901077929/,2016-08,两个姐姐人都超好！！！房间还有加湿器！！在我们去之前还换了hello Kitty的床单～可爱死了！家里也收拾得比较整齐～小区离观音桥商圈比较近～小区走出去下坡后有好多卖吃的的！！！最喜欢了～跟之前在成都住的比真是要好太多了！！！,哈哈哈，小猪上的房子还是好房东多啦。谢谢妹妹们的鼓励，以后我会做得更好的。有时间再来重庆玩咯~~~,cq
1854759034,3933390128,3814940229,mike_blue,http://www.xiaozhu.com/fangke/3814940229/,2016-07,完美的住宿体验，房间很宽敞，床很舒适，环境也安静，交通特方便，到观音桥商圈步行才一刻钟。房东超好，是两个爱生活文艺范儿的小丫头，房间很多小细节都是自己用心布置的，很适合有情怀的背包客或者学生旅行者去住哦。,谢谢，欢迎有时间再来重庆哦，家里现在东西越来越多，也越来越乱，谢谢不嫌弃。,cq
1854759034,3844864728,2171078360,孤单旅行666,http://www.xiaozhu.com/fangke/2171078360/,2016-07,"房东美女很好，很热情，房间干净整洁，家电设施齐全，距观音桥核心商业街很近，吃喝玩乐都有，与介绍一致，就像在自己家一样，并请我吃了葡萄、酸奶、进口的蛋糕，一次非常棒的住房体验，很高兴遇到并认识你们，有机会再来，也希望来重庆的朋友多多支持 Landlord beauty is very good, very warm, the room clean and tidy, household electrical appliances complete, close the distance between the Guanyinqiao Central Commercial Street, beer and skittles, and introduced a consistent, like in their own home, and asked me to eat a grape, yogurt, import the cake, a very good housing experience, glad to meet and get to know you, have the opportunity to come back, also hope to Chongqing friends a lot of support",欢迎下次来玩哈,cq
1854759034,3818943328,3416428329,夏花summer,http://www.xiaozhu.com/fangke/3416428329/,2016-07,第一次住这样的家庭旅馆，在一个观音桥附近的一个安静的小区。进了房间非常舒服，有一种回到家的感觉啊哈。然后两位房东也很nice。还认识了一个会六国语言的清华大神。感觉非常赞啊。下次来重庆还有住这里。我要和老板一起吃火锅！还有老板加油哟！房间很漂亮 是hello kitty的。忘记拍照了，传几张游客照吧……,谢谢美女妹妹，传这么多照骗，那我就帮你打一个相亲广告，西安美院的妹子，颜值高，单身，走过路过千万不要错过,cq
1854759034,3746188128,3557884529,hxm_,http://www.xiaozhu.com/fangke/3557884529/,2016-07,感觉很舒服，就跟家里一样。刚到房东就请我喝酸奶很窝心。然后也会推荐我们哪里的火锅好吃。房东很年轻，所以很投缘.不知不觉就一起聊了护肤产品。推荐去重庆旅游的小伙伴都去她家～,和我一样性格开朗的两个女孩子。哈哈哈，我们一起聊了好多护肤的东西，其实我也是个大懒虫，妹妹还给我敷了她最爱的海藻面膜，走的时候还留了一包，特别感谢。希望下次再来重庆玩，一起去次火锅,cq
1854759034,3670623028,3409436829,李恩成,http://www.xiaozhu.com/fangke/3409436829/,2016-07,这次西部自由行，还是很给力的。游览完成都、都江堰、青城山、黄龙和我九寨沟。打望重庆便是我们期待中的旅程。人在九寨沟时，在小猪上预订好这家待人热情的房东。我们到重庆时，己经晚上九点多，房东一直在等我们，非常热情，还为我们准备好了水果。住了三天，感觉和家里一样，生活设施完备：洗衣机、各种洗漱用品、房间还备有加湿器。真心感谢房东张三涛姑娘！,叔叔阿姨两个人性格特别好，一点也不像40多，哈哈哈，很爱干净整洁。哎，我要好好反思一下自己邋遢的行为了。知道他们是从四川一路玩过来的，都是订的小猪的房子，真是忠实粉，点个赞，，而且体力超好，每天去很多地方玩，我绝对没这体力，哈哈哈,cq
1854759034,3604045028,3431809129,何三三,http://www.xiaozhu.com/fangke/3431809129/,2016-07,真是棒，像家一样，爱死这个美女姐姐了哈哈,何三三，估计你现在已经离开重庆了吧，哎，忘了回评啦，订了一天被我赶走的两个女孩子，确实不好意思，后面提前被别人订了，其实我心里挺愧疚的，这么热的天，你们提着东西搬家。下次来重庆玩的时候提前联系我啦,cq
1854759034,3599688428,3326135629,章一小鱼,http://www.xiaozhu.com/fangke/3326135629/,2016-07,房东姐姐超级好给我们水果冰棒吃哈哈哈哈哈房间打扫的很干净小区晚上很安静睡的很香 外面有好多好吃的 沃尔玛就在附近很方便强烈推荐啦 以后来重庆还会继续入住,,cq
1854759034,3519581228,2478423563,Brianxu,http://www.xiaozhu.com/fangke/2478423563/,2016-06,来重庆都要住这小妹子家里，大家都像好朋友一样，无拘无束，谈天说地，互相挖苦，一起看电影，一起买菜，一起鲁串，一起做美食。房东是一位很有想法，也很努力的90后，不断在给自己赚嫁妆。以后来住单身帅哥，可以考虑如何人财两得。房间很大，布置很温馨，空调给力，临走的时候还有芒果吃，冰箱里有很多小布丁。姑娘还有几个拿手菜，就不知道诸位有没有口福。,徐叔叔每次来重庆，都住我家。还准备在重庆买房了，哈哈哈。什么叫不断在给自己赚嫁妆，来来来，你给我粗来说清楚！！人家只是努力挣钱而已，好吗。徐叔叔还十分担心我的个人问题，每次来重庆都想把我推销出去……真是够了、三寿虽然是一个人，但是生活很充实，快乐，你再给我乱推销，小心下次来揍你哦！,cq
1854759034,3515078928,3396783429,猪猪侠777,http://www.xiaozhu.com/fangke/3396783429/,2016-06,第一次使用小猪短租，很新鲜！没想到第一次入住就遇到了一个好房东！一个热情、细致的姑娘！房间非常干净整洁，采光也好，让然心情愉悦！床单被套的风格也很合我的意，让人倍感亲切！家里的摆设也很有格调，透露出丝丝的文艺范儿，看得出房主是个追求生活品i原谅。原谅手机像素太渣，上传两张朋友第一天拍的重庆夜景！,欢迎下次再来哦，大重庆还是挺好玩的吧，哈哈哈,cq
1854759034,3476455428,3327551229,卢思艺,http://www.xiaozhu.com/fangke/3327551229/,2016-06,拖拖拖终于开动写啦第一次用小猪，就遇到一位棒棒的房东姐姐房间如图所示，因为灯光问题拍出来特别暗其实是很美的房间。还是粉红少女心hellokitty的床单和枕套。洗浴和厨房都很方便啦。因为在小区，所以环境很安静，睡得很安耽。出门就是九街商圈，所以吃喝玩乐都很方便。房东姐姐就是典型的90后重庆少女啦～哈哈哈哈哈哈，其实也就比我大几天。很热情的招待我吃吃吃吃。手！机！真！的！没！电！了！总之就是性价比很高的小猪房间。哈哈哈哈哈,比我小几天的妹妹，好玩，性格和差不多，声音超大，哈哈哈哈,cq
1854759034,3339779428,2860748763,ucmuwv,http://www.xiaozhu.com/fangke/2860748763/,2016-06,因为和朋友一起过去旅游。查了好久看了很多评论才定下的。真的很爱干净的女生。离观音桥商圈特别近。出门就是酒街。晚上美女确实比较多。朋友习惯住酒店。因为我的原因才一起入住了。结果反馈很好。轻松无拘束。大赞！第一次入住小猪就有特别棒的体验。,,cq
1854759034,3276560228,3217709929,ghq1018,http://www.xiaozhu.com/fangke/3217709929/,2016-06,还不错了，位置好出行方便！,欢迎下次再来哦,cq
1854759034,3241922628,1380477935,tanhua0325,http://www.xiaozhu.com/fangke/1380477935/,2016-05,完美的一次体验，地理位置很优越，临近九街商圈。 房间跟图片一样，房东还会做饭给我吃，特有家的感觉。房门密码锁，钥匙都省了。房东是可爱的小妹妹，房东朋友是位大美女。一起看电视一起聊天，一点都不无聊的生活,房东本人并不赞同此说法，明明我也是大美女好吗？23333,cq
1854759034,3241094128,2242172945,x5w6,http://www.xiaozhu.com/fangke/2242172945/,2016-06,不错环境好，很温馨第一次用小猪APP感觉很好！房东妹子也对人很好…以后还会入住，我想我们会成为好朋友…谢谢你的接待，祝你天天开心快乐，工作顺利…今天（2016年6月6日）是最佳、最吉祥、最顺利的日子（六六六)祝福亲爱的朋友们天天顺顺顺！[玫瑰],谢谢您的祝福，一定会一切都顺利的！,cq
1854759034,3230963028,2447133763,晟屿中,http://www.xiaozhu.com/fangke/2447133763/,2016-05,以后来重庆，就厚脸皮来你们这儿住啦～ 哈哈,,cq
1854759034,3031933828,2447133763,晟屿中,http://www.xiaozhu.com/fangke/2447133763/,2016-05,姐姐们都特别好，年龄都没差聊的来不生疏，房间和整体格局都特别好！五月二十一日这一天晚上是我和我朋友待在重庆的最后一晚，姐姐还做饭给我们吃，啊感动！这一晚我们聊天聊到凌晨，躺在沙发上一起看欢乐颂，这种感觉特别舒适自在，就是家的感觉！好喜欢你们啊！下一次不晓得什么时候再见到你们了，愿你们幸福快乐！好好休息喔，万事开头难，以后的路途一定繁花似锦！有机会再见;),,cq
1854759034,2959995362,2938551763,365Freedom,http://www.xiaozhu.com/fangke/2938551763/,2016-05,房间超棒！ 房东姐姐人超好！ 100个赞！,很好的房客弟弟哦，欢迎下次再来我们家玩m,cq
1854759034,2954428562,2413062563,飞鱼crazy,http://www.xiaozhu.com/fangke/2413062563/,2016-05,第一次体验这类家庭旅馆，挺不错的，房间虽然不大，不过处处看得出两个妹儿的用心，几天的相处，就像家人一样，一起吃饭，一起逛街，很温馨，遗憾的是没能去体验另一个窝，相信会更棒,,cq
